name;eva
Bahnhof (Ostseite) Planegg;625912
Bahnhof (Ostseite) Taufkirchen (Kreis München);620905
Bahnhof (P&R) Holzwickede;908787
Bahnhof (Post) Garmisch-Partenkirchen;374003
Bahnhof (Post) Nürtingen;556288
Bahnhof (Süd) Buxtehude;616406
Bahnhof (Südseite) Eichenau;622240
Bahnhof (Tram/Bus) Bad Dürrenberg;953276
Bahnhof (Tram/Bus) Halberstadt;955944
Bahnhof (UBB) Koserow;124395
Bahnhof (VLG) Calberlah;892805
Bahnhof (Vorplatz) Buxtehude;618529
Bahnhof (West) Karlsfeld;376990
Bahnhof (Westseite) Baiersdorf;463391
Bahnhof (Westseite) Höhenkirchen-Siegertsbrunn;625863
Bahnhof (Westseite) Kaltenkirchen;375777
Bahnhof (Westseite) Planegg;625915
Bahnhof (Westseite) Taufkirchen (Kreis München);625235
Bahnhof (li Pegn) Hersbruck;683064
Bahnhof (li Pegn) Lauf a d Pegnitz;683123
Bahnhof (re Peg) Lauf a d Pegnitz;675158
Bahnhof (rechts Pegnitz) Hersbruck;683067
Bahnhof A Werdohl;879517
Bahnhof ANKUNFT Wiesau;548115
Bahnhof Abensberg;540965
Bahnhof Achern;882004
Bahnhof Adelebsen;614544
Bahnhof Adorf/Vogtl;967548
Bahnhof Agathenburg;627887
Bahnhof Aglasterhausen;505026
Bahnhof Ahaus;412609
Bahnhof Ahlen;364679
Bahnhof Ahrbrück;458829
Bahnhof Ahrensburg;705998
Bahnhof Ahrensburg Ahrensburg;895084
Bahnhof Aichach;781956
Bahnhof Aichstetten;490172
Bahnhof Albersdorf (Holstein);697532
Bahnhof Albersweiler;505040
Bahnhof Albig;378291
Bahnhof Aldingen;498169
Bahnhof Algermissen;635097
Bahnhof Allensbach;501469
Bahnhof Allmendingen;800327
Bahnhof Alpen;136653
Bahnhof Alpirsbach;815024
Bahnhof Alsdorf (Sieg);364177
Bahnhof Alsenz;405629
Bahnhof Alsfeld;713725
Bahnhof Alsheim;505074
Bahnhof Alt Zachun;320461
Bahnhof Altdorf b Nürnberg;682889
Bahnhof Altefähr;952378
Bahnhof Altena;879515
Bahnhof Altenbeken;920046
Bahnhof Altenberg;977963
Bahnhof Altenberge;900347
Bahnhof Altenglan;403688
Bahnhof Altenkirchen (Westerwald);456561
Bahnhof Altenstadt (Hessen);106501
Bahnhof Altenstadt (Iller);800025
Bahnhof Altenstadt a d Waldnaab;544993
Bahnhof Altmittweida;981065
Bahnhof Altomünster;624275
Bahnhof Altona Hamburg;692757
Bahnhof Altshausen;493082
Bahnhof Altötting;875968
Bahnhof Alzey;505120
Bahnhof Amberg (Oberpfalz);682597
Bahnhof Amerang;593666
Bahnhof Amorbach;127001
Bahnhof Amstetten;810022
Bahnhof Andernach;455065
Bahnhof Anderten-Misburg Hannover;615961
Bahnhof Angermünde;738925
Bahnhof Annweiler am Trifels;505156
Bahnhof Ansbach (Mittelfranken);460059
Bahnhof Apensen;301010
Bahnhof Apolda;647385
Bahnhof Appenweier;374120
Bahnhof Arenshausen;860607
Bahnhof Armsheim;405378
Bahnhof Arnsberg;915475
Bahnhof Arnsdorf;975772
Bahnhof Arrach;841305
Bahnhof Arzberg (Oberfranken);547250
Bahnhof Aschau i Chiemgau;593739
Bahnhof Ascheberg (Holstein);702684
Bahnhof August-Thyssen-Straße Hamm (Westf);904721
Bahnhof Aukrug;698167
Bahnhof Aulendorf;490001
Bahnhof Aumund Bremen;608431
Bahnhof Aumühle;702233
Bahnhof Auw an der Kyll;350237
Bahnhof Aying;624307
Bahnhof B Werdohl;879518
Bahnhof B176 Neukieritzsch;200163
Bahnhof B2 Bocholt;910070
Bahnhof B2 Plettenberg;879726
Bahnhof B508 Hilchenbach;415089
Bahnhof Babenhausen (Hessen);108563
Bahnhof Bacharach;455292
Bahnhof Bachstr 1 Julbach;706934
Bahnhof Bad Aibling;620226
Bahnhof Bad Arolsen;716343
Bahnhof Bad Belzig;736080
Bahnhof Bad Bentheim;900378
Bahnhof Bad Bergzabern;505329
Bahnhof Bad Bevensen;317200
Bahnhof Bad Birnbach;706634
Bahnhof Bad Blankenburg;690085
Bahnhof Bad Bodenteich;317900
Bahnhof Bad Brambach;968710
Bahnhof Bad Breisig;454334
Bahnhof Bad Camberg;111128
Bahnhof Bad Doberan;935552
Bahnhof Bad Dürkheim;518080
Bahnhof Bad Elster;371104
Bahnhof Bad Endorf;875026
Bahnhof Bad Fallingbostel;318500
Bahnhof Bad Grönenbach;870880
Bahnhof Bad Harzburg;885233
Bahnhof Bad Herrenalb;720661
Bahnhof Bad Hersfeld;710486
Bahnhof Bad Homburg v d Höhe;104399
Bahnhof Bad Honnef;442736
Bahnhof Bad Hönningen;455357
Bahnhof Bad Karlshafen;920567
Bahnhof Bad Kissingen;465319
Bahnhof Bad Kleinen;322334
Bahnhof Bad Kreuznach;371534
Bahnhof Bad Krozingen;500180
Bahnhof Bad König;111221
Bahnhof Bad Köstritz;262003
Bahnhof Bad Kötzting;541121
Bahnhof Bad Laasphe;415056
Bahnhof Bad Langensalza;645107
Bahnhof Bad Liebenwerda;741601
Bahnhof Bad Liebenzell;828074
Bahnhof Bad Mergentheim;833025
Bahnhof Bad Münder am Deister;265126
Bahnhof Bad Münstereifel;445823
Bahnhof Bad Nauheim;111135
Bahnhof Bad Nenndorf;997221
Bahnhof Bad Neustadt a d Saale;850072
Bahnhof Bad Peterstal-Griesbach;375886
Bahnhof Bad Pyrmont;920671
Bahnhof Bad Rappenau;505384
Bahnhof Bad Rodach;464209
Bahnhof Bad Sachsa;350705
Bahnhof Bad Salzdetfurth;480088
Bahnhof Bad Salzelmen (Bus) Schönebeck (Elbe);955851
Bahnhof Bad Salzschlirf;111194
Bahnhof Bad Salzuflen;922946
Bahnhof Bad Sassendorf;367592
Bahnhof Bad Saulgau;801726
Bahnhof Bad Schussenried;801757
Bahnhof Bad Schwartau;703559
Bahnhof Bad Sobernheim;406917
Bahnhof Bad Soden am Taunus;104299
Bahnhof Bad Soden-Salmünster;111054
Bahnhof Bad Staffelstein;822187
Bahnhof Bad Steben;546314
Bahnhof Bad Teinach/Neubulach Bad Teinach-Zavelst;828107
Bahnhof Bad Tölz;620232
Bahnhof Bad Urach;750088
Bahnhof Bad Vilbel;102402
Bahnhof Bad Waldsee;490109
Bahnhof Bad Wildbad;828111
Bahnhof Bad Wildungen;712449
Bahnhof Bad Wilsnack;737369
Bahnhof Bad Wimpfen;755529
Bahnhof Bad Windsheim;682899
Bahnhof Bad Wörishofen;870378
Bahnhof Baden-Baden;361847
Bahnhof Bahlingen am Kaiserstuhl;496558
Bahnhof Baiersbronn;815043
Bahnhof Balduinstein;286082
Bahnhof Balve;878149
Bahnhof Bamberg;945040
Bahnhof Bammental;505409
Bahnhof Banteln;371636
Bahnhof Bargstedt (Kreis Stade);612868
Bahnhof Bargteheide;702140
Bahnhof Barmstedt;700984
Bahnhof Barnstorf;600557
Bahnhof Barsinghausen;638248
Bahnhof Baruth (Mark);729384
Bahnhof Basdahl;604793
Bahnhof Bassum;600707
Bahnhof Baumholder;405539
Bahnhof Bautzen;307500
Bahnhof Bayerisch Eisenstein;542482
Bahnhof Bayrischzell;592990
Bahnhof Bebra;710829
Bahnhof Beckingen;401025
Bahnhof Bedburg;445940
Bahnhof Bedburg-Hau;136118
Bahnhof Beeskow;278087
Bahnhof Beldorf;705032
Bahnhof Bellenberg;800117
Bahnhof Bellheim;362660
Bahnhof Benningen am Neckar;368880
Bahnhof Bensheim;505473
Bahnhof Bentwisch;936223
Bahnhof Beratzhausen;785122
Bahnhof Berg (Pfalz);720017
Bahnhof Berga (Elster);262900
Bahnhof Bergedorf Hamburg;694417
Bahnhof Bergen (Chiemgau);594464
Bahnhof Bergen auf Rügen;952018
Bahnhof Bergheim (Erft);443461
Bahnhof Bergtheim;820553
Bahnhof Beringstedt;706416
Bahnhof Berkenbrück;738064
Bahnhof Bernau a Chiemsee;591062
Bahnhof Berne;604332
Bahnhof Bernried (Starnberger See);141304
Bahnhof Bernsdorf b Dresden;106921
Bahnhof Bersenbrück;609562
Bahnhof Bertsdorf Olbersdorf;977616
Bahnhof Bestensee;736661
Bahnhof Bestwig;412713
Bahnhof Beuron;362575
Bahnhof Bexbach;838823
Bahnhof Biberach (Baden);882055
Bahnhof Biblis;505529
Bahnhof Bickenbach (Bergstr);111251
Bahnhof Biedenkopf;415070
Bahnhof Bielefelder Str Steinhagen (Westf);927245
Bahnhof Bienenbüttel;317102
Bahnhof Bierbach an der Blies Blieskastel;402075
Bahnhof Biesenthal;738899
Bahnhof Biessenhofen;845125
Bahnhof Billerbeck;904247
Bahnhof Binau;505561
Bahnhof Bindlach;463022
Bahnhof Birkenau;505573
Bahnhof Birkenfeld (Württ);940064
Bahnhof Birkweiler;363952
Bahnhof Bischofswerda;740050
Bahnhof Bisingen;750276
Bahnhof Bismarckstraße Hannover;615828
Bahnhof Blaichach;845036
Bahnhof Blankenbach;425901
Bahnhof Blankenberg (Meckl);309062
Bahnhof Blankenheim (Ahr);446044
Bahnhof Blaubeuren;800189
Bahnhof Blaufelden;833854
Bahnhof Bleckede;600958
Bahnhof Bleichstraße Mosbach;508326
Bahnhof Blindheim;107450
Bahnhof Blumenthal Bremen;364096
Bahnhof Bobingen;781429
Bahnhof Bocholt;160834
Bahnhof Bockenheim an der Weinstraße;505613
Bahnhof Bodelshausen;492102
Bahnhof Bodenfelde;355300
Bahnhof Bodenheim;405301
Bahnhof Bogen;540559
Bahnhof Boizenburg/ Elbe;599723
Bahnhof Bondorf;828162
Bahnhof Boostedt;694903
Bahnhof Bordesholm;698237
Bahnhof Borken (Westf);360831
Bahnhof Borkheide;735884
Bahnhof Bous;836431
Bahnhof Brahlstorf;598801
Bahnhof Brake (Unterweser);768783
Bahnhof Brakel;922957
Bahnhof Bramsche;609355
Bahnhof Brannenburg;591075
Bahnhof Braubach;455395
Bahnhof Breddin;734330
Bahnhof Bredenbek;706352
Bahnhof Breisach am Rhein;421315
Bahnhof Breitenbrunn/Erzgeb;981827
Bahnhof Bremervörde;604798
Bahnhof Brest-Aspe Brest;200413
Bahnhof Bretten;723543
Bahnhof Bretzfeld;833074
Bahnhof Brieskow-Finkenheerd;278224
Bahnhof Brilon Stadt Brilon;901271
Bahnhof Britz;738938
Bahnhof Broderstorf;935213
Bahnhof Brokstedt;700745
Bahnhof Brokstedt (Kirchenstraße) Brokstedt;155023
Bahnhof Bruchköbel;111322
Bahnhof Bruchmühlbach-Miesau;403207
Bahnhof Bruchsal;371856
Bahnhof Bruchweiler-Bärenbach;508241
Bahnhof Bruckberg (Niederbayern);113462
Bahnhof Bruckmühl;624030
Bahnhof Brunnenstraße Barmstedt;700973
Bahnhof Brötzingen Pforzheim;940591
Bahnhof Brück;729889
Bahnhof Brühl (Rheinland);443667
Bahnhof Bst 4 Schmölln (Thür);113062
Bahnhof Buchen (Odenwald);505707
Bahnhof Buchloe;372790
Bahnhof Budenheim;505736
Bahnhof Buggingen;498505
Bahnhof Bullay;255626
Bahnhof Bundenthal;505742
Bahnhof Burbach Saarbrücken;838290
Bahnhof Burg (Dithmarschen);697970
Bahnhof Burg Bremen;598728
Bahnhof Burgbrohl;454979
Bahnhof Burgdorf (Hannover);638288
Bahnhof Burghaun;714608
Bahnhof Burghausen;875129
Bahnhof Burgheim;784506
Bahnhof Burgkunstadt;822008
Bahnhof Burgsinn;462628
Bahnhof Burgstädt;981206
Bahnhof Burgthann;682608
Bahnhof Burladingen;750350
Bahnhof Bussteig 1 Mühlhausen (Thür);369448
Bahnhof Bussteig 1/A Coesfeld;901824
Bahnhof Bussteig 1/A Emsdetten;901609
Bahnhof Bussteig 2 Mühlhausen (Thür);367549
Bahnhof Bussteig 2/B Emsdetten;901384
Bahnhof Bussteig 3 Mühlhausen (Thür);370692
Bahnhof Bussteig 3/C Coesfeld;902206
Bahnhof Bussteig 4 Mühlhausen (Thür);376351
Bahnhof Bussteig 4/D Coesfeld;902360
Bahnhof Bussteig 5 Mühlhausen (Thür);367452
Bahnhof Bussteig 6 Mühlhausen (Thür);371953
Bahnhof Bussteig A/1 Oelde;901818
Bahnhof Bussteig B/2 Ahlen;902008
Bahnhof Bussteig B/2 Oelde;901815
Bahnhof Bussteig D Soest;417481
Bahnhof Bussteig D/4 Ahlen;902004
Bahnhof Bussteig K Neuwied;350175
Bahnhof Bussteig M Neuwied;350172
Bahnhof Busteig C Neuwied;455024
Bahnhof Buttstädt;960516
Bahnhof Butzbach;111133
Bahnhof Bärenstein;983947
Bahnhof Böbingen an der Rems;420217
Bahnhof Böblingen;367100
Bahnhof Bönen;904230
Bahnhof Bönningstedt;895714
Bahnhof Börßum;885216
Bahnhof Bötzingen;503691
Bahnhof Büchen;130028
Bahnhof Büchenbach;682927
Bahnhof Bückeburg;611535
Bahnhof Büdingen;111151
Bahnhof Bühl;723996
Bahnhof Bürstadt;505776
Bahnhof Bützow;935388
Bahnhof C Plettenberg;879543
Bahnhof C Werdohl;879575
Bahnhof C1 Bocholt;910807
Bahnhof Cadenberge;625124
Bahnhof Cadolzburg;682930
Bahnhof Calau;741062
Bahnhof Casekow;740766
Bahnhof Celle;600889
Bahnhof Cham;541038
Bahnhof Cloppenburg;602923
Bahnhof Cochem;456370
Bahnhof Coesfeld;902451
Bahnhof Contwig;509007
Bahnhof Coppenbrügge;265349
Bahnhof Coswig (Sachsen);977968
Bahnhof Creußen;462904
Bahnhof Crossen an der Elster;647157
Bahnhof Cursdorf;690015
Bahnhof Cölbe;714579
Bahnhof D Werdohl;879854
Bahnhof Daaden;456909
Bahnhof Dachau;106800
Bahnhof Dahlem b Kall;446129
Bahnhof Dahlenburg;597995
Bahnhof Dahn;505809
Bahnhof Dallgow-Döberitz;734773
Bahnhof Dammtor Hamburg;694802
Bahnhof Dasing;781986
Bahnhof Dauenhof Westerhorn;700865
Bahnhof Deidesheim;505861
Bahnhof Deining;675873
Bahnhof Denzlingen;365435
Bahnhof Dernau;459636
Bahnhof Dernbach (Westerwald);457134
Bahnhof Detmold;922300
Bahnhof Dettelbach;467125
Bahnhof Dettenhausen;216060
Bahnhof Dettum;886227
Bahnhof Deuben Freital;972694
Bahnhof Deuerling;786803
Bahnhof Deutz/Messe LANXESS arena Köln;400802
Bahnhof Dieburg;108456
Bahnhof Diepholz;600025
Bahnhof Dietmannsried;845277
Bahnhof Dietzenbach;104647
Bahnhof Diez;454235
Bahnhof Dießen a Ammersee;246026
Bahnhof Dillingen (Saar);836642
Bahnhof Dillingen a d Donau;784820
Bahnhof Dingolfing;541375
Bahnhof Dinkelscherben;781430
Bahnhof Dinslaken;366259
Bahnhof Dippoldiswalde;978709
Bahnhof Dirmingen Eppelborn;401408
Bahnhof Dissen am Teutoburger Wald;619059
Bahnhof Ditzingen;561412
Bahnhof Doberlug-Kirchhain;741303
Bahnhof Dohna;973574
Bahnhof Dollern;616794
Bahnhof Dollnstein;855199
Bahnhof Dombühl;112430
Bahnhof Donauwörth;784839
Bahnhof Dorf Mecklenburg;321663
Bahnhof Dorfen;620549
Bahnhof Dormagen;586867
Bahnhof Dornstetten;570354
Bahnhof Drahnsdorf;741197
Bahnhof Drebkau;742159
Bahnhof Drensteinfurt;417523
Bahnhof Ducherow;331167
Bahnhof Dudweiler Saarbrücken;836439
Bahnhof Durmersheim;724005
Bahnhof Dußlingen;491706
Bahnhof Döllstädt;645326
Bahnhof Dörpen;601386
Bahnhof Dörverden;618905
Bahnhof Dülmen;901876
Bahnhof Dürrröhrsdorf-Dittersbach;978026
Bahnhof E Soest;902737
Bahnhof Ebelsbach;945127
Bahnhof Ebensfeld;363428
Bahnhof Eberbach;509479
Bahnhof Ebermannstadt;462935
Bahnhof Ebern;233300
Bahnhof Ebersbach an der Fils;810109
Bahnhof Ebersberg (Oberbayern);624421
Bahnhof Ebertsheim;510509
Bahnhof Echzell;111159
Bahnhof Edenkoben;506013
Bahnhof Ediger-Eller;456387
Bahnhof Efringen-Kirchen;366064
Bahnhof Egelsbach;102706
Bahnhof Eggenfelden;706726
Bahnhof Eggesin;331865
Bahnhof Egling a d Paar;369006
Bahnhof Ehningen;561456
Bahnhof Ehringshausen;111188
Bahnhof Eimeldingen;371128
Bahnhof Einöd Homburg;401974
Bahnhof Eisenberg (Pfalz);506073
Bahnhof Eisenhüttenstadt;278209
Bahnhof Eisfeld;994755
Bahnhof Eislingen (Fils);556572
Bahnhof Eitensheim;378901
Bahnhof Eitorf;444542
Bahnhof Ellerbek Kiel;703759
Bahnhof Ellhofen;421069
Bahnhof Elmschenhagen Kiel;704500
Bahnhof Elmshorn (Holstenplatz) Elmshorn;367069
Bahnhof Elmshorn (Holstenstraße) Elmshorn;367799
Bahnhof Elsterwerda;371760
Bahnhof Eltville am Rhein;111029
Bahnhof Elzach;500153
Bahnhof Elze;635692
Bahnhof Emmelshausen;458154
Bahnhof Emmerich am Rhein;251794
Bahnhof Emmerthal;265308
Bahnhof Emsdetten;901602
Bahnhof Emskirchen;460530
Bahnhof Endingen am Kaiserstuhl;499630
Bahnhof Engelskirchen;441020
Bahnhof Eppelborn;401415
Bahnhof Eppelsheim;506140
Bahnhof Eppingen;756052
Bahnhof Eppstein;104102
Bahnhof Erbach (Donau);492468
Bahnhof Erbach (Odenwald);111223
Bahnhof Erding;622549
Bahnhof Ergoldsbach;541370
Bahnhof Eriskirch;998865
Bahnhof Erlenbach a Main;425638
Bahnhof Erpel;109677
Bahnhof Ersatzhalt Soest;364438
Bahnhof Ersatzverkehr Schwäbisch Gmünd;373300
Bahnhof Erzhausen;104792
Bahnhof Eschborn;102201
Bahnhof Eschede;597736
Bahnhof Eschelbronn;506200
Bahnhof Esens;602031
Bahnhof Espelkamp;922757
Bahnhof Essen (Oldenburg);602965
Bahnhof Essingen (Pfalz);308303
Bahnhof Euskirchen;585196
Bahnhof Eutingen im Gäu;750651
Bahnhof Eystrup;604387
Bahnhof F Soest;902743
Bahnhof Fahrenkrug;701275
Bahnhof Falkenberg (Elster);973308
Bahnhof Falkensee;734774
Bahnhof Falkenstein/Vogtl;967377
Bahnhof Farge Bremen;775635
Bahnhof Faulbach;467047
Bahnhof Feilitzsch;546295
Bahnhof Feldafing;376470
Bahnhof Felde;698269
Bahnhof Fellbach;366500
Bahnhof Feucht;682984
Bahnhof Fichtenberg (Württ);830199
Bahnhof Finsterwalde;741205
Bahnhof Fischbachau;592982
Bahnhof Flensburg;697483
Bahnhof Flieden;111051
Bahnhof Forbach;723770
Bahnhof Frankenberg (Eder);902388
Bahnhof Frankenberg/Sa;981053
Bahnhof Frankenstein (Pfalz);404398
Bahnhof Frankenstein Bahnübergang Oberschöna;983976
Bahnhof Frankfurt (Oder);278118
Bahnhof Freden (Leine);480091
Bahnhof Fredenbeck;598050
Bahnhof Freiberg (Sachsen);973124
Bahnhof Freiberg am Neckar;371503
Bahnhof Freihung;220001
Bahnhof Freilassing;877342
Bahnhof Freinsheim;518097
Bahnhof Freising;625996
Bahnhof Fremersdorf Rehlingen-Siersburg Merzig;836430
Bahnhof Freyung;542607
Bahnhof Frickenhausen (Württ);561911
Bahnhof Fridingen an der Donau;501781
Bahnhof Friedberg (Bayern);781992
Bahnhof Friedberg (Hessen);106401
Bahnhof Friedrichroda;646772
Bahnhof Friedrichsdorf;104303
Bahnhof Friedrichstadt;695621
Bahnhof Friedrichsthal (Saar);839110
Bahnhof Friesenheim (Baden);882140
Bahnhof Fritzlar;712508
Bahnhof Fronhausen;111084
Bahnhof Fröndenberg;878244
Bahnhof Furth im Wald;542970
Bahnhof Föhren;255928
Bahnhof Fürstenberg (Havel);734057
Bahnhof Fürsteneck;542549
Bahnhof Fürstenwalde (Spree);278230
Bahnhof Fürth (Odenwald);506470
Bahnhof Füssen;966017
Bahnhof Gablingen;780534
Bahnhof Gaggenau;373968
Bahnhof Gaimersheim;789261
Bahnhof Gammertingen;750700
Bahnhof Ganderkesee;602297
Bahnhof Garching a d Alz;594423
Bahnhof Garding;697355
Bahnhof Garmisch-Partenkirchen;590314
Bahnhof Gars a Inn;621110
Bahnhof Gartenholz (Westseite) Ahrensburg;895807
Bahnhof Gartenholz Ahrensburg;895760
Bahnhof Gau-Algesheim;406948
Bahnhof Gauting;622023
Bahnhof Geeste;597327
Bahnhof Geiselhöring;541144
Bahnhof Geisenheim;111033
Bahnhof Geldern;136117
Bahnhof Geltendorf;246059
Bahnhof Gemmingen;374811
Bahnhof Gemünden a Main;466152
Bahnhof Gennweiler Illingen (Saar);836360
Bahnhof Gensingen;405540
Bahnhof Georgensgmünd;683015
Bahnhof Germersheim;511090
Bahnhof Gernsbach;724288
Bahnhof Gernsheim;111269
Bahnhof Gerolstein;458512
Bahnhof Gersfeld (Rhön);465442
Bahnhof Gersthofen;780554
Bahnhof Gerstungen;996715
Bahnhof Geseke;922929
Bahnhof Gessertshausen;780581
Bahnhof Gettorf;698422
Bahnhof Giengen an der Brenz;818094
Bahnhof Gießen;111016
Bahnhof Glan-Münchweiler;403750
Bahnhof Glashüttenstraße Eisenhüttenstadt;278184
Bahnhof Glaubitz;975230
Bahnhof Glauchau;200005
Bahnhof Gliesmarode Braunschweig;270059
Bahnhof Glückstadt;700473
Bahnhof Gmund a Tegernsee;592913
Bahnhof Goch;136116
Bahnhof Gokels;131483
Bahnhof Goldenstedt;610657
Bahnhof Golzow (Oderbruch);740317
Bahnhof Golßen;741196
Bahnhof Gomadingen;490516
Bahnhof Goslar;628982
Bahnhof Gottenheim;378667
Bahnhof Gottmadingen;501531
Bahnhof Graben-Neudorf;720807
Bahnhof Grafenwiesen;377714
Bahnhof Grafing b München;204050
Bahnhof Gransee;738023
Bahnhof Grebenstein;713959
Bahnhof Greiz;262127
Bahnhof Greven (Westf);905485
Bahnhof Grevenbroich;367001
Bahnhof Grieben;321835
Bahnhof Grimmen;325469
Bahnhof Gronau (Westf);902604
Bahnhof Groß Kreutz (Havel);735586
Bahnhof Groß Köris;736593
Bahnhof Groß-Gerau;104802
Bahnhof Großbeeren;736518
Bahnhof Großenkneten;614756
Bahnhof Großenlüder;101173
Bahnhof Großheringen;646881
Bahnhof Großkarolinenfeld;592469
Bahnhof Großräschen;728277
Bahnhof Großröhrsdorf;371780
Bahnhof Großschwabhausen;646550
Bahnhof Großschönau;977578
Bahnhof Grub a Forst;115051
Bahnhof Gräfelfing;624570
Bahnhof Gräfenberg;683022
Bahnhof Gräfendorf (Unterfranken);466453
Bahnhof Grävenwiesbach;106308
Bahnhof Grünberg (Hessen);111183
Bahnhof Grünhainichen;980719
Bahnhof Grünsfeld;112503
Bahnhof Grünstadt;506681
Bahnhof Guben;278148
Bahnhof Gummersbach;440981
Bahnhof Gundelfingen (Breisgau);808022
Bahnhof Gundelfingen a d Donau;784840
Bahnhof Gundelsheim (Württ);506702
Bahnhof Guntersblum;506717
Bahnhof Gunzenhausen;460350
Bahnhof Guxhagen;713656
Bahnhof Gärtringen;561457
Bahnhof Gäufelden;751702
Bahnhof Göhren (Rügen);952119
Bahnhof Göppingen;810331
Bahnhof Görlitz;374885
Bahnhof Günzach;845074
Bahnhof Günzburg;780639
Bahnhof Haan;655855
Bahnhof Hachenburg;457291
Bahnhof Hadamar;111020
Bahnhof Hagelstadt;786806
Bahnhof Hainichen (Sachsen);981229
Bahnhof Halbe;370017
Bahnhof Halfing;593526
Bahnhof Hallstadt;707069
Bahnhof Haltern am See;657170
Bahnhof Hammah;599096
Bahnhof Hamminkeln;364619
Bahnhof Hanerau-Hademarschen;698464
Bahnhof Hann Münden;711778
Bahnhof Harburg Hamburg;597106
Bahnhof Hardegsen;355006
Bahnhof Haren (Ems);597681
Bahnhof Harleshausen Kassel;712362
Bahnhof Harpstedt;604960
Bahnhof Harsefeld;614574
Bahnhof Hasbergen;625258
Bahnhof Haslach im Kinzigtal;570928
Bahnhof Hasloch;467065
Bahnhof Hassel St Ingbert;399697
Bahnhof Hasselbrook Hamburg;895301
Bahnhof Haste;612501
Bahnhof Hattingen;658271
Bahnhof Hattorf am Harz;350472
Bahnhof Hatzenport;456151
Bahnhof Hauenstein;368057
Bahnhof Hausach;815217
Bahnhof Hausen im Wiesental;502171
Bahnhof Hausham;592999
Bahnhof Havixbeck;411129
Bahnhof Haßfurt;945249
Bahnhof Haßloch;506866
Bahnhof Hechthausen;607977
Bahnhof Heide;697708
Bahnhof Heidenau (Sachsen);978043
Bahnhof Heiligengrabe;734402
Bahnhof Heilsbronn;683047
Bahnhof Heinzenhausen;403764
Bahnhof Heitersheim;503607
Bahnhof Helmstedt;887585
Bahnhof Hemmingen (Württ);561345
Bahnhof Hemsbach;370471
Bahnhof Henfenfeld;683053
Bahnhof Hennef (Sieg);444720
Bahnhof Heppenheim (Bergstraße);518212
Bahnhof Herbertingen;750908
Bahnhof Herbolzheim;500109
Bahnhof Herdecke;362269
Bahnhof Herford;930085
Bahnhof Hergatz;377522
Bahnhof Heringsdorf (Usedom);331065
Bahnhof Herleshausen;715162
Bahnhof Hermsdorf (Thür);647076
Bahnhof Herne;654972
Bahnhof Herrenkrug (Tram/Bus) Magdeburg;954379
Bahnhof Herrsching a Ammersee;625739
Bahnhof Herzberg (Elster);726103
Bahnhof Herzberg am Harz;350500
Bahnhof Herzhorn;374769
Bahnhof Hessisch Oldendorf;373845
Bahnhof Heusenstamm;104694
Bahnhof Hilbersdorf Chemnitz;982173
Bahnhof Hilpoltstein;682642
Bahnhof Himmelpforten;374907
Bahnhof Himmelreich (Ostseite) Buchenbach;498765
Bahnhof Hinterweidenthal;507119
Bahnhof Hinterzarten;500171
Bahnhof Hirschaid;464583
Bahnhof Hirschhorn (Neckar);507128
Bahnhof Hittfeld Seevetal;693640
Bahnhof Hitzacker (Elbe);316101
Bahnhof Hochdorf (b Horb) Eutingen im Gäu;106149
Bahnhof Hochheim am Main;106998
Bahnhof Hochspeyer;403358
Bahnhof Hochstätten;405627
Bahnhof Hockenheim;518214
Bahnhof Hodenhagen;318737
Bahnhof Hofeld Namborn;835882
Bahnhof Hofgeismar;710548
Bahnhof Hofheim am Taunus;104199
Bahnhof Hohenstein-Ernstthal;983043
Bahnhof Hohenwestedt;143068
Bahnhof Holdorf (Niedersachsen);603421
Bahnhof Holthusen;321144
Bahnhof Holzgerlingen;561341
Bahnhof Holzhausen (Bus) Leipzig;962918
Bahnhof Holzkirchen (Oberbayern);592609
Bahnhof Holzminden;356700
Bahnhof Holzwickede;415601
Bahnhof Horka;978142
Bahnhof Hornberg;571064
Bahnhof Horneburg;598329
Bahnhof Horst (Holstein);701288
Bahnhof Hoyerswerda;978353
Bahnhof Hst 1/3 5 Lage (Lippe);922362
Bahnhof Hst 2 Lage (Lippe);922366
Bahnhof Hude (Oldenburg);602392
Bahnhof Huglfing;590605
Bahnhof Hungen;111141
Bahnhof Husby;697506
Bahnhof Husum (Nordsee);695185
Bahnhof Höchst i Odw;425664
Bahnhof Höchstädt a d Donau;784822
Bahnhof Höfen an der Enz;828553
Bahnhof Hörstel;904413
Bahnhof Hüfingen;500797
Bahnhof Hünfeld;996557
Bahnhof Hüttingen an der Kyll;459550
Bahnhof Ichenhausen;871170
